"","vote_2020","gender","race","educd","state","age","dummy_vote","stateicp"
"4180","Joe Biden","female","black/african american","Graduated college","TN","18 to 29",1,"tennessee"
"4181","Donald Trump","male","white","Didn't graduate college","NY","45 to 55",0,"new york"
"4182","Donald Trump","female","white","Didn't graduate college","NC","18 to 29",0,"north carolina"
"4183","Joe Biden","female","white","Graduated college","IA","45 to 55",1,"iowa"
"4184","Donald Trump","male","white","Graduated college","IL","60 plus",0,"illinois"
"4185","Joe Biden","male","white","Graduated college","IL","30 to 44",1,"illinois"
"4186","Joe Biden","female","white","Didn't graduate college","CA","30 to 44",1,"california"
"4187","Joe Biden","female","other race, nec","Didn't graduate college","FL","60 plus",1,"florida"
"4188","Joe Biden","male","black/african american","Didn't graduate high school","FL","18 to 29",1,"florida"
"4189","Donald Trump","female","white","Didn't graduate high school","IL","30 to 44",0,"illinois"
"4190","Donald Trump","female","white","Graduated college","NY","18 to 29",0,"new york"
"4191","Donald Trump","male","white","Graduated college","AZ","60 plus",0,"arizona"
"4192","Joe Biden","male","black/african american","Didn't graduate college","FL","45 to 55",1,"florida"
"4193","Joe Biden","female","white","Didn't graduate high school","TX","45 to 55",1,"texas"
"4194","Joe Biden","female","other race, nec","Graduated high school","KY","18 to 29",1,"kentucky"
"4195","Donald Trump","female","white","Didn't graduate high school","MO","45 to 55",0,"missouri"
"4196","Donald Trump","male","white","Graduated college","MO","30 to 44",0,"missouri"
"4197","Joe Biden","male","other race, nec","Graduated college","NC","30 to 44",1,"north carolina"
"4198","Donald Trump","female","white","Didn't graduate high school","MO","45 to 55",0,"missouri"
"4199","Donald Trump","female","white","Didn't graduate college","AZ","60 plus",0,"arizona"
"4200","Joe Biden","male","white","Graduated college","CA","60 plus",1,"california"
"4201","Joe Biden","female","other asian or pacific islander","Didn't graduate high school","FL","30 to 44",1,"florida"
"4202","Joe Biden","female","other race, nec","Graduated college","OR","45 to 55",1,"oregon"
"4203","Donald Trump","female","other asian or pacific islander","Graduated college","MD","45 to 55",0,"maryland"
"4204","Donald Trump","female","black/african american","Graduated high school","TX","45 to 55",0,"texas"
"4205","Donald Trump","female","white","Graduated college","IL","45 to 55",0,"illinois"
"4206","Joe Biden","female","other race, nec","Graduated college","TX","45 to 55",1,"texas"
"4207","Donald Trump","male","white","Graduated college","NY","30 to 44",0,"new york"
"4208","Joe Biden","female","white","Graduated high school","FL","18 to 29",1,"florida"
"4209","Joe Biden","male","white","Graduated college","NY","30 to 44",1,"new york"
"4210","Joe Biden","female","black/african american","Didn't graduate college","NY","18 to 29",1,"new york"
"4211","Donald Trump","male","white","Didn't graduate high school","VA","30 to 44",0,"virginia"
"4212","Donald Trump","male","white","Graduated college","TX","45 to 55",0,"texas"
"4213","Joe Biden","female","white","Graduated high school","MS","18 to 29",1,"mississippi"
"4214","Donald Trump","male","white","Graduated college","IL","30 to 44",0,"illinois"
"4215","Donald Trump","female","white","Didn't graduate high school","TX","18 to 29",0,"texas"
"4216","Donald Trump","male","white","Didn't graduate high school","KY","18 to 29",0,"kentucky"
"4217","Donald Trump","female","other race, nec","Graduated college","WA","18 to 29",0,"washington"
"4218","Joe Biden","male","white","Graduated high school","WI","45 to 55",1,"wisconsin"
"4219","Donald Trump","male","black/african american","Graduated high school","FL","18 to 29",0,"florida"
"4220","Joe Biden","female","other race, nec","Graduated college","OH","60 plus",1,"ohio"
"4221","Donald Trump","male","white","Graduated high school","CA","45 to 55",0,"california"
"4222","Donald Trump","male","white","Graduated college","NM","45 to 55",0,"new mexico"
"4223","Donald Trump","female","white","Graduated college","PA","30 to 44",0,"pennsylvania"
"4224","Donald Trump","female","other race, nec","Didn't graduate college","CA","18 to 29",0,"california"
"4225","Donald Trump","male","white","Graduated college","TX","30 to 44",0,"texas"
"4226","Joe Biden","female","white","Graduated college","WA","30 to 44",1,"washington"
"4227","Joe Biden","male","white","Didn't graduate college","NY","45 to 55",1,"new york"
"4228","Joe Biden","male","white","Graduated college","DC","30 to 44",1,"district of columbia"
"4229","Joe Biden","female","black/african american","Graduated high school","FL","18 to 29",1,"florida"
"4230","Donald Trump","female","white","Didn't graduate college","PA","45 to 55",0,"pennsylvania"
"4231","Donald Trump","female","white","Graduated high school","WA","18 to 29",0,"washington"
"4232","Joe Biden","female","other race, nec","Graduated college","CA","30 to 44",1,"california"
"4233","Donald Trump","female","white","Graduated high school","CA","30 to 44",0,"california"
"4234","Joe Biden","female","black/african american","Graduated college","CA","30 to 44",1,"california"
"4235","Joe Biden","female","american indian or alaska native","Graduated high school","MI","18 to 29",1,"michigan"
"4236","Joe Biden","female","white","Didn't graduate college","NY","45 to 55",1,"new york"
"4237","Donald Trump","male","white","Graduated college","OH","18 to 29",0,"ohio"
"4238","Donald Trump","male","white","Graduated college","CA","30 to 44",0,"california"
"4239","Donald Trump","female","white","Didn't graduate college","IL","45 to 55",0,"illinois"
"4240","Joe Biden","female","white","Graduated high school","AR","18 to 29",1,"arkansas"
"4241","Joe Biden","female","white","Graduated college","MD","45 to 55",1,"maryland"
"4242","Joe Biden","male","black/african american","Graduated college","WA","18 to 29",1,"washington"
"4243","Joe Biden","female","american indian or alaska native","Graduated college","MI","18 to 29",1,"michigan"
"4244","Donald Trump","male","white","Graduated high school","MI","30 to 44",0,"michigan"
"4245","Donald Trump","male","white","Graduated college","AZ","30 to 44",0,"arizona"
"4246","Joe Biden","female","black/african american","Graduated college","CA","45 to 55",1,"california"
"4247","Joe Biden","female","white","Didn't graduate college","IL","60 plus",1,"illinois"
"4248","Donald Trump","male","white","Graduated college","CA","60 plus",0,"california"
"4249","Donald Trump","female","white","Graduated high school","MD","60 plus",0,"maryland"
"4250","Donald Trump","female","white","Graduated college","AL","60 plus",0,"alabama"
"4251","Joe Biden","male","white","Graduated college","OR","45 to 55",1,"oregon"
"4252","Donald Trump","male","white","Didn't graduate high school","LA","45 to 55",0,"louisiana"
"4253","Donald Trump","male","white","Graduated college","NY","30 to 44",0,"new york"
"4254","Donald Trump","male","white","Graduated college","FL","30 to 44",0,"florida"
"4255","Donald Trump","male","white","Didn't graduate college","AK","60 plus",0,"alaska"
"4256","Donald Trump","female","white","Graduated college","SC","45 to 55",0,"south carolina"
"4257","Donald Trump","male","white","Graduated college","OH","30 to 44",0,"ohio"
"4258","Donald Trump","male","white","Graduated college","PA","30 to 44",0,"pennsylvania"
"4259","Donald Trump","male","white","Didn't graduate college","TX","45 to 55",0,"texas"
"4260","Donald Trump","male","white","Graduated college","NY","30 to 44",0,"new york"
"4261","Joe Biden","male","other asian or pacific islander","Graduated high school","DC","18 to 29",1,"district of columbia"
"4262","Donald Trump","male","white","Graduated college","WI","30 to 44",0,"wisconsin"
"4263","Donald Trump","male","white","Graduated college","IL","18 to 29",0,"illinois"
"4264","Donald Trump","male","white","Graduated college","VA","30 to 44",0,"virginia"
"4265","Donald Trump","female","white","Graduated college","PA","30 to 44",0,"pennsylvania"
"4266","Donald Trump","male","white","Graduated college","KS","60 plus",0,"kansas"
"4267","Joe Biden","female","other asian or pacific islander","Graduated college","MA","45 to 55",1,"massachusetts"
"4268","Joe Biden","male","other asian or pacific islander","Graduated college","AL","30 to 44",1,"alabama"
"4269","Donald Trump","male","white","Graduated high school","MI","60 plus",0,"michigan"
"4270","Joe Biden","female","black/african american","Graduated college","KY","18 to 29",1,"kentucky"
"4271","Joe Biden","male","white","Graduated college","VA","60 plus",1,"virginia"
"4272","Joe Biden","male","white","Graduated college","NY","30 to 44",1,"new york"
"4273","Joe Biden","female","white","Graduated college","NJ","45 to 55",1,"new jersey"
"4274","Joe Biden","female","white","Graduated college","PA","30 to 44",1,"pennsylvania"
"4275","Joe Biden","male","white","Didn't graduate college","TN","30 to 44",1,"tennessee"
"4276","Donald Trump","male","white","Graduated college","TX","30 to 44",0,"texas"
"4277","Joe Biden","female","white","Graduated college","IN","30 to 44",1,"indiana"
"4278","Joe Biden","female","white","Didn't graduate college","NJ","60 plus",1,"new jersey"
"4279","Donald Trump","female","white","Graduated college","FL","60 plus",0,"florida"
"4280","Donald Trump","male","white","Graduated high school","AL","45 to 55",0,"alabama"
"4281","Joe Biden","female","other race, nec","Didn't graduate high school","TX","30 to 44",1,"texas"
"4282","Donald Trump","female","white","Graduated high school","GA","60 plus",0,"georgia"
"4283","Donald Trump","female","white","Didn't graduate college","TN","60 plus",0,"tennessee"
"4284","Joe Biden","female","black/african american","Didn't graduate college","TX","18 to 29",1,"texas"
"4285","Donald Trump","female","white","Graduated high school","AL","45 to 55",0,"alabama"
"4286","Joe Biden","female","white","Graduated college","CO","18 to 29",1,"colorado"
"4287","Donald Trump","female","white","Didn't graduate college","PA","60 plus",0,"pennsylvania"
"4288","Donald Trump","female","white","Graduated college","CA","60 plus",0,"california"
"4289","Donald Trump","male","white","Graduated college","VA","45 to 55",0,"virginia"
"4290","Joe Biden","female","black/african american","Graduated high school","GA","45 to 55",1,"georgia"
"4291","Donald Trump","male","white","Didn't graduate college","SD","45 to 55",0,"south dakota"
"4292","Donald Trump","female","white","Graduated high school","IN","60 plus",0,"indiana"
"4293","Donald Trump","female","white","Didn't graduate college","CO","60 plus",0,"colorado"
"4294","Joe Biden","female","white","Graduated college","DE","45 to 55",1,"delaware"
"4295","Joe Biden","female","white","Didn't graduate college","IL","60 plus",1,"illinois"
"4296","Donald Trump","male","white","Graduated college","FL","30 to 44",0,"florida"
"4297","Joe Biden","female","black/african american","Graduated high school","CA","18 to 29",1,"california"
"4298","Donald Trump","female","white","Didn't graduate high school","KY","60 plus",0,"kentucky"
"4299","Donald Trump","female","white","Didn't graduate college","TX","45 to 55",0,"texas"
"4300","Joe Biden","female","black/african american","Graduated college","NJ","45 to 55",1,"new jersey"
"4301","Donald Trump","male","white","Graduated high school","CT","60 plus",0,"connecticut"
"4302","Joe Biden","male","white","Graduated college","FL","45 to 55",1,"florida"
"4303","Joe Biden","female","white","Graduated college","VA","30 to 44",1,"virginia"
"4304","Donald Trump","male","white","Graduated college","NY","30 to 44",0,"new york"
"4305","Donald Trump","male","white","Didn't graduate college","DE","45 to 55",0,"delaware"
"4306","Joe Biden","female","white","Graduated high school","MN","60 plus",1,"minnesota"
"4307","Donald Trump","male","white","Didn't graduate college","NV","60 plus",0,"nevada"
"4308","Donald Trump","female","white","Graduated college","NY","30 to 44",0,"new york"
"4309","Joe Biden","male","white","Graduated college","NJ","30 to 44",1,"new jersey"
"4310","Donald Trump","male","white","Graduated college","OH","60 plus",0,"ohio"
"4311","Donald Trump","male","white","Graduated high school","FL","60 plus",0,"florida"
"4312","Donald Trump","female","other race, nec","Graduated high school","PA","60 plus",0,"pennsylvania"
"4313","Donald Trump","female","white","Graduated college","MI","60 plus",0,"michigan"
"4314","Joe Biden","female","white","Graduated college","OH","45 to 55",1,"ohio"
"4315","Donald Trump","male","white","Didn't graduate college","FL","60 plus",0,"florida"
"4316","Donald Trump","male","white","Graduated high school","IL","45 to 55",0,"illinois"
"4317","Joe Biden","male","black/african american","Didn't graduate college","OH","30 to 44",1,"ohio"
"4318","Joe Biden","male","white","Graduated high school","MA","45 to 55",1,"massachusetts"
"4319","Donald Trump","male","white","Graduated college","NJ","30 to 44",0,"new jersey"
"4320","Donald Trump","male","white","Graduated college","MO","18 to 29",0,"missouri"
"4321","Joe Biden","male","white","Didn't graduate college","NY","30 to 44",1,"new york"
"4322","Donald Trump","male","white","Graduated college","TX","60 plus",0,"texas"
"4323","Donald Trump","female","white","Graduated high school","CO","30 to 44",0,"colorado"
"4324","Joe Biden","male","white","Didn't graduate college","CO","45 to 55",1,"colorado"
"4325","Joe Biden","female","black/african american","Didn't graduate college","AR","60 plus",1,"arkansas"
"4326","Donald Trump","male","white","Graduated high school","KS","30 to 44",0,"kansas"
"4327","Joe Biden","male","white","Graduated college","CT","30 to 44",1,"connecticut"
"4328","Joe Biden","male","white","Graduated high school","WV","30 to 44",1,"west virginia"
"4329","Joe Biden","male","white","Graduated college","IN","60 plus",1,"indiana"
"4330","Joe Biden","male","white","Graduated college","MA","60 plus",1,"massachusetts"
"4331","Donald Trump","male","white","Didn't graduate college","MO","60 plus",0,"missouri"
"4332","Donald Trump","male","white","Didn't graduate college","NJ","30 to 44",0,"new jersey"
"4333","Donald Trump","male","white","Graduated college","PA","60 plus",0,"pennsylvania"
"4334","Donald Trump","female","white","Graduated college","NV","45 to 55",0,"nevada"
"4335","Joe Biden","male","other race, nec","Didn't graduate college","FL","45 to 55",1,"florida"
"4336","Donald Trump","male","white","Graduated college","NY","30 to 44",0,"new york"
"4337","Joe Biden","male","white","Graduated college","NY","30 to 44",1,"new york"
"4338","Joe Biden","male","white","Graduated college","TX","30 to 44",1,"texas"
"4339","Donald Trump","male","white","Graduated high school","WA","45 to 55",0,"washington"
"4340","Joe Biden","male","white","Graduated high school","IL","45 to 55",1,"illinois"
"4341","Donald Trump","male","white","Didn't graduate college","IN","45 to 55",0,"indiana"
"4342","Joe Biden","male","white","Graduated college","NJ","60 plus",1,"new jersey"
"4343","Joe Biden","female","white","Graduated college","NJ","60 plus",1,"new jersey"
"4344","Donald Trump","female","black/african american","Graduated college","OK","30 to 44",0,"oklahoma"
"4345","Joe Biden","male","black/african american","Didn't graduate college","MO","18 to 29",1,"missouri"
"4346","Donald Trump","male","white","Didn't graduate college","TX","45 to 55",0,"texas"
"4347","Joe Biden","male","other race, nec","Graduated college","VA","18 to 29",1,"virginia"
"4348","Donald Trump","female","white","Didn't graduate high school","AL","18 to 29",0,"alabama"
"4349","Joe Biden","female","white","Graduated college","NY","60 plus",1,"new york"
"4350","Donald Trump","female","white","Didn't graduate college","TX","60 plus",0,"texas"
"4351","Donald Trump","female","white","Graduated high school","TN","60 plus",0,"tennessee"
"4352","Joe Biden","female","black/african american","Graduated high school","TX","18 to 29",1,"texas"
"4353","Joe Biden","female","white","Graduated college","MD","30 to 44",1,"maryland"
"4354","Joe Biden","female","white","Graduated college","CA","60 plus",1,"california"
"4355","Donald Trump","female","white","Graduated high school","WV","60 plus",0,"west virginia"
"4356","Donald Trump","female","white","Graduated college","MS","30 to 44",0,"mississippi"
"4357","Donald Trump","female","white","Didn't graduate college","NY","60 plus",0,"new york"
"4358","Joe Biden","female","white","Graduated college","MI","30 to 44",1,"michigan"
"4359","Joe Biden","female","white","Didn't graduate college","MD","18 to 29",1,"maryland"
"4360","Joe Biden","female","white","Graduated college","FL","60 plus",1,"florida"
"4361","Joe Biden","male","american indian or alaska native","Didn't graduate high school","NY","18 to 29",1,"new york"
"4362","Donald Trump","female","white","Graduated college","NY","30 to 44",0,"new york"
"4363","Donald Trump","female","black/african american","Graduated college","GA","18 to 29",0,"georgia"
"4364","Donald Trump","female","white","Graduated high school","FL","60 plus",0,"florida"
"4365","Donald Trump","female","white","Graduated high school","OK","18 to 29",0,"oklahoma"
"4366","Joe Biden","female","chinese","Graduated college","NY","30 to 44",1,"new york"
"4367","Donald Trump","female","white","Graduated college","PA","60 plus",0,"pennsylvania"
"4368","Donald Trump","female","white","Graduated college","OH","60 plus",0,"ohio"
"4369","Joe Biden","female","white","Graduated college","IN","30 to 44",1,"indiana"
"4370","Joe Biden","female","black/african american","Graduated college","MI","18 to 29",1,"michigan"
"4371","Joe Biden","female","white","Graduated high school","FL","60 plus",1,"florida"
"4372","Donald Trump","female","white","Graduated high school","TN","60 plus",0,"tennessee"
"4373","Joe Biden","male","white","Graduated college","CA","30 to 44",1,"california"
"4374","Joe Biden","female","white","Graduated college","MA","45 to 55",1,"massachusetts"
"4375","Joe Biden","male","white","Graduated college","CA","60 plus",1,"california"
"4376","Donald Trump","male","white","Graduated college","NY","45 to 55",0,"new york"
"4377","Donald Trump","female","white","Graduated college","AZ","60 plus",0,"arizona"
"4378","Donald Trump","female","white","Graduated high school","MO","60 plus",0,"missouri"
"4379","Joe Biden","female","black/african american","Graduated high school","VA","18 to 29",1,"virginia"
"4380","Donald Trump","female","black/african american","Graduated high school","LA","18 to 29",0,"louisiana"
"4381","Joe Biden","female","other asian or pacific islander","Graduated high school","VA","18 to 29",1,"virginia"
"4382","Donald Trump","male","white","Graduated college","CO","30 to 44",0,"colorado"
"4383","Donald Trump","male","white","Graduated college","CA","30 to 44",0,"california"
"4384","Donald Trump","male","white","Graduated high school","LA","18 to 29",0,"louisiana"
"4385","Joe Biden","female","black/african american","Graduated high school","PA","18 to 29",1,"pennsylvania"
"4386","Donald Trump","male","white","Graduated college","FL","30 to 44",0,"florida"
"4387","Joe Biden","male","white","Graduated college","CA","30 to 44",1,"california"
"4388","Joe Biden","female","white","Graduated college","TX","60 plus",1,"texas"
"4389","Donald Trump","male","white","Didn't graduate college","NV","60 plus",0,"nevada"
"4390","Joe Biden","female","white","Didn't graduate college","FL","18 to 29",1,"florida"
"4391","Joe Biden","female","black/african american","Graduated college","TX","18 to 29",1,"texas"
"4392","Donald Trump","male","white","Graduated college","WV","18 to 29",0,"west virginia"
"4393","Donald Trump","male","white","Graduated college","DC","30 to 44",0,"district of columbia"
"4394","Joe Biden","female","black/african american","Graduated high school","GA","18 to 29",1,"georgia"
"4395","Joe Biden","female","white","Didn't graduate college","OH","18 to 29",1,"ohio"
"4396","Joe Biden","female","black/african american","Didn't graduate high school","DC","18 to 29",1,"district of columbia"
"4397","Joe Biden","female","black/african american","Didn't graduate college","SC","18 to 29",1,"south carolina"
"4398","Joe Biden","male","white","Didn't graduate college","CA","60 plus",1,"california"
"4399","Joe Biden","male","white","Graduated college","MA","60 plus",1,"massachusetts"
"4400","Joe Biden","male","white","Graduated college","MD","60 plus",1,"maryland"
"4401","Donald Trump","male","white","Didn't graduate college","NC","18 to 29",0,"north carolina"
"4402","Donald Trump","male","white","Graduated college","WA","45 to 55",0,"washington"
"4403","Donald Trump","male","white","Didn't graduate college","MA","45 to 55",0,"massachusetts"
"4404","Joe Biden","male","white","Didn't graduate college","DC","30 to 44",1,"district of columbia"
"4405","Donald Trump","female","white","Didn't graduate college","TN","18 to 29",0,"tennessee"
"4406","Joe Biden","female","black/african american","Graduated high school","OH","30 to 44",1,"ohio"
"4407","Donald Trump","male","white","Graduated college","FL","60 plus",0,"florida"
"4408","Joe Biden","female","black/african american","Didn't graduate college","FL","60 plus",1,"florida"
"4409","Donald Trump","female","white","Didn't graduate college","FL","30 to 44",0,"florida"
"4410","Donald Trump","male","white","Graduated college","NY","30 to 44",0,"new york"
"4411","Joe Biden","female","black/african american","Graduated high school","CA","45 to 55",1,"california"
"4412","Donald Trump","male","white","Graduated college","CA","30 to 44",0,"california"
"4413","Joe Biden","female","other asian or pacific islander","Graduated high school","NC","18 to 29",1,"north carolina"
"4414","Joe Biden","female","white","Graduated college","FL","30 to 44",1,"florida"
"4415","Joe Biden","female","black/african american","Didn't graduate college","FL","18 to 29",1,"florida"
"4416","Donald Trump","female","white","Didn't graduate college","GA","18 to 29",0,"georgia"
"4417","Joe Biden","female","black/african american","Graduated college","FL","30 to 44",1,"florida"
"4418","Joe Biden","male","white","Graduated college","MA","60 plus",1,"massachusetts"
"4419","Donald Trump","female","white","Graduated college","NY","45 to 55",0,"new york"
"4420","Donald Trump","female","white","Didn't graduate college","NC","18 to 29",0,"north carolina"
"4421","Joe Biden","male","black/african american","Graduated college","CA","30 to 44",1,"california"
"4422","Joe Biden","female","white","Graduated high school","MA","60 plus",1,"massachusetts"
"4423","Donald Trump","male","white","Graduated college","SC","30 to 44",0,"south carolina"
"4424","Joe Biden","female","black/african american","Graduated college","CA","45 to 55",1,"california"
"4425","Joe Biden","male","white","Graduated college","CA","60 plus",1,"california"
"4426","Donald Trump","female","white","Graduated high school","CO","60 plus",0,"colorado"
"4427","Donald Trump","female","white","Graduated high school","NC","60 plus",0,"north carolina"
"4428","Donald Trump","male","white","Graduated college","NY","30 to 44",0,"new york"
"4429","Donald Trump","female","white","Graduated high school","FL","45 to 55",0,"florida"
"4430","Donald Trump","male","white","Graduated college","NY","30 to 44",0,"new york"
"4431","Joe Biden","female","white","Graduated college","OH","18 to 29",1,"ohio"
"4432","Donald Trump","male","other race, nec","Graduated high school","CA","30 to 44",0,"california"
"4433","Donald Trump","female","other asian or pacific islander","Didn't graduate college","NJ","18 to 29",0,"new jersey"
"4434","Joe Biden","male","black/african american","Graduated college","VA","30 to 44",1,"virginia"
"4435","Joe Biden","male","black/african american","Graduated high school","IL","18 to 29",1,"illinois"
"4436","Joe Biden","female","white","Graduated college","IA","45 to 55",1,"iowa"
"4437","Donald Trump","female","white","Graduated high school","MA","45 to 55",0,"massachusetts"
"4438","Joe Biden","male","white","Graduated college","KY","18 to 29",1,"kentucky"
"4439","Joe Biden","female","white","Graduated college","VA","30 to 44",1,"virginia"
"4440","Joe Biden","female","black/african american","Graduated college","GA","60 plus",1,"georgia"
"4441","Joe Biden","female","black/african american","Didn't graduate college","FL","30 to 44",1,"florida"
"4442","Donald Trump","female","black/african american","Didn't graduate college","AL","18 to 29",0,"alabama"
"4443","Joe Biden","female","white","Graduated college","NY","60 plus",1,"new york"
"4444","Donald Trump","female","black/african american","Graduated college","CO","18 to 29",0,"colorado"
"4445","Donald Trump","male","white","Didn't graduate college","PA","30 to 44",0,"pennsylvania"
"4446","Donald Trump","male","white","Graduated college","TX","30 to 44",0,"texas"
"4447","Joe Biden","male","white","Graduated college","OH","30 to 44",1,"ohio"
"4448","Joe Biden","female","other asian or pacific islander","Graduated high school","KS","18 to 29",1,"kansas"
"4449","Joe Biden","female","other race, nec","Didn't graduate college","WA","60 plus",1,"washington"
"4450","Joe Biden","female","white","Graduated high school","WI","60 plus",1,"wisconsin"
"4451","Donald Trump","female","white","Graduated college","FL","60 plus",0,"florida"
"4452","Joe Biden","female","other race, nec","Graduated college","TX","45 to 55",1,"texas"
"4453","Joe Biden","female","chinese","Didn't graduate college","NY","18 to 29",1,"new york"
"4454","Joe Biden","male","white","Graduated college","DE","60 plus",1,"delaware"
"4455","Joe Biden","female","other race, nec","Didn't graduate college","TX","30 to 44",1,"texas"
"4456","Joe Biden","female","white","Didn't graduate college","FL","60 plus",1,"florida"
"4457","Joe Biden","female","black/african american","Graduated high school","NJ","45 to 55",1,"new jersey"
"4458","Joe Biden","male","white","Graduated college","NY","30 to 44",1,"new york"
"4459","Donald Trump","female","white","Graduated high school","TX","60 plus",0,"texas"
"4460","Joe Biden","male","white","Graduated college","VA","60 plus",1,"virginia"
"4461","Donald Trump","male","white","Didn't graduate college","FL","45 to 55",0,"florida"
"4462","Donald Trump","male","other race, nec","Graduated college","NV","45 to 55",0,"nevada"
"4463","Donald Trump","male","white","Graduated college","IN","30 to 44",0,"indiana"
"4464","Joe Biden","male","white","Graduated college","NY","60 plus",1,"new york"
"4465","Donald Trump","male","white","Graduated college","NY","18 to 29",0,"new york"
"4466","Donald Trump","female","american indian or alaska native","Didn't graduate college","NC","45 to 55",0,"north carolina"
"4467","Joe Biden","female","white","Graduated college","PA","30 to 44",1,"pennsylvania"
"4468","Joe Biden","female","other asian or pacific islander","Graduated high school","OR","30 to 44",1,"oregon"
"4469","Joe Biden","female","black/african american","Graduated college","AL","30 to 44",1,"alabama"
"4470","Joe Biden","female","white","Graduated college","FL","30 to 44",1,"florida"
"4471","Joe Biden","female","black/african american","Graduated high school","TX","18 to 29",1,"texas"
"4472","Joe Biden","female","black/african american","Didn't graduate college","OH","30 to 44",1,"ohio"
"4473","Donald Trump","male","white","Graduated high school","FL","18 to 29",0,"florida"
"4474","Joe Biden","male","white","Didn't graduate college","UT","30 to 44",1,"utah"
"4475","Donald Trump","male","white","Graduated college","TX","30 to 44",0,"texas"
"4476","Joe Biden","female","black/african american","Didn't graduate college","MI","60 plus",1,"michigan"
"4477","Donald Trump","male","american indian or alaska native","Didn't graduate college","CA","30 to 44",0,"california"
"4478","Donald Trump","male","white","Graduated college","NY","45 to 55",0,"new york"
"4479","Donald Trump","female","other race, nec","Didn't graduate college","PA","45 to 55",0,"pennsylvania"
"4480","Joe Biden","male","white","Graduated college","OH","45 to 55",1,"ohio"
"4481","Donald Trump","female","white","Graduated college","NY","45 to 55",0,"new york"
"4482","Donald Trump","female","white","Graduated college","ME","45 to 55",0,"maine"
"4483","Donald Trump","male","white","Graduated college","TN","60 plus",0,"tennessee"
"4484","Donald Trump","female","american indian or alaska native","Didn't graduate college","CO","45 to 55",0,"colorado"
"4485","Joe Biden","female","black/african american","Graduated high school","TX","30 to 44",1,"texas"
"4486","Joe Biden","male","other race, nec","Didn't graduate college","FL","30 to 44",1,"florida"
"4487","Joe Biden","female","white","Graduated high school","CA","60 plus",1,"california"
"4488","Donald Trump","male","white","Graduated college","IL","30 to 44",0,"illinois"
"4489","Joe Biden","female","white","Graduated college","GA","30 to 44",1,"georgia"
"4490","Joe Biden","female","black/african american","Graduated high school","TX","30 to 44",1,"texas"
"4491","Donald Trump","male","black/african american","Graduated college","NC","45 to 55",0,"north carolina"
"4492","Joe Biden","female","other race, nec","Graduated college","NY","45 to 55",1,"new york"
"4493","Donald Trump","female","white","Didn't graduate college","CO","60 plus",0,"colorado"
"4494","Donald Trump","male","white","Graduated college","TX","30 to 44",0,"texas"
"4495","Donald Trump","male","white","Graduated college","NJ","60 plus",0,"new jersey"
"4496","Donald Trump","female","other asian or pacific islander","Graduated college","VA","30 to 44",0,"virginia"
"4497","Joe Biden","male","white","Graduated college","CA","30 to 44",1,"california"
"4498","Joe Biden","male","white","Graduated college","FL","60 plus",1,"florida"
"4499","Donald Trump","female","white","Graduated college","TX","30 to 44",0,"texas"
"4500","Donald Trump","male","white","Graduated college","TX","30 to 44",0,"texas"
"4501","Joe Biden","male","white","Graduated college","IL","30 to 44",1,"illinois"
"4502","Donald Trump","female","white","Didn't graduate college","TX","18 to 29",0,"texas"
"4503","Donald Trump","male","white","Didn't graduate college","VA","60 plus",0,"virginia"
"4504","Donald Trump","male","white","Graduated college","NC","60 plus",0,"north carolina"
"4505","Joe Biden","male","white","Graduated college","MN","18 to 29",1,"minnesota"
"4506","Joe Biden","male","white","Graduated high school","VA","60 plus",1,"virginia"
"4507","Joe Biden","female","white","Graduated college","CA","45 to 55",1,"california"
"4508","Joe Biden","female","white","Graduated college","NY","45 to 55",1,"new york"
"4509","Donald Trump","male","white","Graduated college","VA","30 to 44",0,"virginia"
"4510","Joe Biden","female","white","Graduated high school","WI","30 to 44",1,"wisconsin"
"4511","Donald Trump","male","other race, nec","Graduated college","FL","45 to 55",0,"florida"
"4512","Joe Biden","male","white","Graduated college","KY","18 to 29",1,"kentucky"
"4513","Joe Biden","male","white","Graduated high school","NY","45 to 55",1,"new york"
"4514","Joe Biden","male","white","Graduated college","WI","60 plus",1,"wisconsin"
"4515","Donald Trump","male","white","Graduated college","MI","30 to 44",0,"michigan"
"4516","Joe Biden","male","white","Graduated college","NY","45 to 55",1,"new york"
"4517","Joe Biden","female","black/african american","Graduated college","NC","30 to 44",1,"north carolina"
"4518","Joe Biden","male","other race, nec","Didn't graduate college","IL","30 to 44",1,"illinois"
"4519","Donald Trump","male","white","Didn't graduate college","FL","60 plus",0,"florida"
"4520","Joe Biden","male","other asian or pacific islander","Graduated college","TX","30 to 44",1,"texas"
"4521","Donald Trump","female","other asian or pacific islander","Didn't graduate college","PA","30 to 44",0,"pennsylvania"
"4522","Joe Biden","female","white","Graduated college","TX","45 to 55",1,"texas"
"4523","Joe Biden","female","other race, nec","Graduated college","AR","60 plus",1,"arkansas"
"4524","Donald Trump","male","white","Graduated college","CO","45 to 55",0,"colorado"
"4525","Joe Biden","male","white","Graduated college","FL","45 to 55",1,"florida"
"4526","Donald Trump","male","white","Graduated college","GA","45 to 55",0,"georgia"
"4527","Joe Biden","male","white","Graduated college","OK","30 to 44",1,"oklahoma"
"4528","Joe Biden","female","white","Graduated college","CA","30 to 44",1,"california"
"4529","Joe Biden","female","black/african american","Graduated college","MD","30 to 44",1,"maryland"
